Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.01924E-4,94.528585151,0.921572542,0.0094826,0.949596774,0
5.04177E-4,94.780190687,0.92246379,0.00902228,0.953629032,0
5.05402E-4,95.032602935,0.92294386,0.008561959,0.956653226,0
5.10756E-4,95.286455348,0.925008184,0.008101639,0.958669355,0
5.1333E-4,95.542960581,0.925980542,0.007641318,0.961693548,0
5.1576E-4,95.800435013,0.926887279,0.007180998,0.963709677,0
5.16979E-4,96.00716881,0.927337879,0.006812742,0.964717742,0
5.1807E-4,96.265937916,0.927739043,0.006352421,0.967741935,0
5.20771E-4,96.525882969,0.928722094,0.005892101,0.970766129,0
5.22505E-4,96.787010295,0.92934591,0.005431781,0.974798387,0
5.26439E-4,97.049836626,0.930741872,0.00497146,0.978830645,0
5.28147E-4,97.260860266,0.931339094,0.004603204,0.980846774,0
5.31361E-4,97.525914773,0.932449171,0.004142883,0.983870968,0
5.3891E-4,97.793944284,0.934986743,0.003682563,0.985887097,0
5.39469E-4,98.009615197,0.935170575,0.003314307,0.985887097,0
5.44776E-4,98.28068011,0.936892201,0.002853986,0.987903226,0
5.52763E-4,98.554462638,0.939397602,0.002393666,0.990927419,0
5.60695E-4,98.77739983,0.941787203,0.00202541,0.990927419,0
5.69814E-4,99.004404033,0.944417893,0.001657153,0.991935484,0
5.76174E-4,99.291002774,0.946182222,0.001196833,0.993951613,0
5.87515E-4,99.523690517,0.949190367,0.000828577,0.996975806,0
5.96218E-4,99.760675291,0.951384185,0.00046032,1,0
6.00563E-4,100,0.952443876,0.000092064,1,0
