RSPB,County,Species,Mean 2021,Rank 2021,% Gardens 2021,,Mean 2020,Rank 2020,% Gardens 2020,,% Change,Rank Change,% change in % gardens recorded,
EERO,Cambridgeshire,Hooded_crow,0.000,66,0.0,,0.001,59,0.0,,-64.2,-7,-28.5,
EERO,Cambridgeshire,Waxwing,0.000,67,0.0,,0.000,79,0.0,,Increase,12,Increase,
EERO,Cambridgeshire,Hawfinch,0.000,68,0.0,,0.000,68,0.0,,-28.4,0,-28.4,
EERO,Cambridgeshire,Corn_bunting,0.000,69,0.0,,0.001,60,0.1,,-82.1,-9,-82.1,
EERO,Cambridgeshire,Linnet,0.000,70,0.0,,0.000,74,0.0,,Increase,4,Increase,
EERO,Cambridgeshire,Wigeon,0.000,71,0.0,,0.000,80,0.0,,Increase,9,Increase,
EERO,Cambridgeshire,Black_redstart,0.000,72,0.0,,0.000,70,0.0,,Increase,-2,Increase,
EERO,Cambridgeshire,Great_black_backed_gull,0.000,74,0.0,,0.001,57,0.1,,-100.0,-17,-100.0,
EERO,Cambridgeshire,Little_owl,0.000,76,0.0,,0.000,69,0.0,,-100.0,-7,-100.0,
Wales,Cardiff,House_sparrow,7.144,1,72.5,,8.372,1,81.2,,-14.7,0,-10.8,
Wales,Cardiff,Starling,2.127,2,26.4,,2.118,2,31.3,,0.4,0,-15.9,
Wales,Cardiff,Blackbird,2.022,3,81.5,,1.816,4,81.5,,11.4,1,0.0,
Wales,Cardiff,Magpie,1.828,4,72.3,,1.681,5,68.6,,8.8,1,5.4,
Wales,Cardiff,Woodpigeon,1.656,5,66.5,,1.673,7,67.7,,-1.0,2,-1.8,
Wales,Cardiff,Blue_tit,1.573,6,54.7,,1.888,3,68.7,,-16.7,-3,-20.4,
Wales,Cardiff,Feral_pigeon,1.245,7,26.3,,1.678,6,32.3,,-25.8,-1,-18.7,
Wales,Cardiff,Robin,1.174,8,71.8,,1.155,9,76.4,,1.6,1,-6.0,
Wales,Cardiff,Goldfinch,1.131,9,18.6,,1.245,8,24.7,,-9.2,-1,-25.0,
Wales,Cardiff,Long_tailed_tit,0.891,10,19.2,,1.153,10,25.3,,-22.7,0,-24.2,
Wales,Cardiff,Great_tit,0.795,11,32.9,,0.964,11,42.5,,-17.5,0,-22.5,
Wales,Cardiff,Jackdaw,0.745,12,21.7,,0.727,12,22.8,,2.5,0,-5.1,
Wales,Cardiff,Coal_tit,0.694,13,32.6,,0.635,14,33.7,,9.4,1,-3.2,
Wales,Cardiff,Carrion_crow,0.619,14,26.0,,0.633,15,24.9,,-2.2,1,4.4,
Wales,Cardiff,Dunnock,0.542,15,29.4,,0.605,16,32.7,,-10.4,1,-10.1,
Wales,Cardiff,Collared_dove,0.501,16,22.6,,0.697,13,29.9,,-28.1,-3,-24.5,
Wales,Cardiff,Chaffinch,0.381,17,15.6,,0.412,17,17.7,,-7.6,0,-11.6,
Wales,Cardiff,Wren,0.200,18,16.8,,0.236,18,20.0,,-15.3,0,-16.4,
Wales,Cardiff,Greenfinch,0.148,19,6.0,,0.147,19,6.6,,1.0,0,-8.8,
Wales,Cardiff,Song_thrush,0.107,20,8.0,,0.118,20,9.0,,-9.6,0,-11.1,
Wales,Cardiff,Herring_gull,0.089,21,3.2,,0.054,24,2.4,,64.4,3,32.6,
Wales,Cardiff,Nuthatch,0.082,22,5.7,,0.075,21,5.4,,9.2,-1,4.7,
Wales,Cardiff,Black_headed_gull,0.053,23,1.5,,0.021,29,0.7,,159.5,6,107.0,
Wales,Cardiff,Great_spotted_woodpecker,0.045,24,3.8,,0.052,26,4.7,,-13.3,2,-19.5,
Wales,Cardiff,Blackcap,0.043,25,3.3,,0.069,22,5.2,,-36.9,-3,-36.1,
Wales,Cardiff,Common_gull,0.042,26,1.4,,0.045,27,1.4,,-5.5,1,-1.9,
Wales,Cardiff,Bullfinch,0.036,27,2.2,,0.064,23,3.5,,-43.2,-4,-38.0,
Wales,Cardiff,Siskin,0.030,28,1.1,,0.008,36,0.6,,255.6,8,90.0,
Wales,Cardiff,Pied_wagtail,0.028,29,1.6,,0.010,33,0.7,,194.4,4,123.6,
Wales,Cardiff,Tree_sparrow,0.026,30,0.7,,0.019,30,0.6,,35.0,0,11.2,
Wales,Cardiff,Jay,0.026,31,1.7,,0.053,25,4.2,,-51.7,-6,-58.9,
Wales,Cardiff,Sparrowhawk,0.020,32,2.0,,0.013,31,1.3,,54.7,-1,54.7,
Wales,Cardiff,Mallard,0.012,33,0.3,,0.025,28,0.5,,-53.2,-5,-42.7,
Wales,Cardiff,Goldcrest,0.012,34,1.1,,0.011,32,0.8,,9.1,-2,30.9,
Wales,Cardiff,Grey_wagtail,0.012,35,1.1,,0.007,37,0.7,,63.3,2,57.9,
Wales,Cardiff,Redwing,0.009,36,0.3,,0.005,43,0.5,,96.2,7,-34.6,
Wales,Cardiff,Green_woodpecker,0.008,37,0.8,,0.005,41,0.5,,63.6,4,63.6,
Wales,Cardiff,Rook,0.006,38,0.2,,0.010,34,0.4,,-38.7,-4,-34.6,
Wales,Cardiff,Raven,0.005,39,0.4,,0.001,47,0.1,,291.3,8,193.5,
Wales,Cardiff,Buzzard,0.004,40,0.3,,0.000,54,0.0,,Increase,14,Increase,
Wales,Cardiff,Mistle_thrush,0.004,41,0.4,,0.005,39,0.5,,-18.3,-2,-26.5,
Wales,Cardiff,Stock_dove,0.004,42,0.2,,0.000,74,0.0,,Increase,32,Increase,
Wales,Cardiff,Lesser_black_backed_gull,0.004,43,0.4,,0.004,44,0.4,,-1.8,1,-1.8,
Wales,Cardiff,Grey_heron,0.004,44,0.4,,0.006,38,0.6,,-41.1,-6,-41.1,
Wales,Cardiff,Treecreeper,0.003,45,0.3,,0.005,40,0.5,,-42.8,-5,-42.8,
Wales,Cardiff,Mute_swan,0.002,46,0.2,,0.000,68,0.0,,Increase,22,Increase,
Wales,Cardiff,Marsh_tit,0.002,47,0.1,,0.001,50,0.1,,30.8,3,-1.9,
Wales,Cardiff,Willow_tit,0.002,48,0.1,,0.000,79,0.0,,Increase,31,Increase,
Wales,Cardiff,Chiffchaff,0.001,49,0.1,,0.000,55,0.0,,Increase,6,Increase,
Wales,Cardiff,Kestrel,0.001,50,0.1,,0.000,63,0.0,,Increase,13,Increase,
Wales,Cardiff,Lesser_spotted_woodpecker,0.001,51,0.1,,0.000,65,0.0,,Increase,14,Increase,
Wales,Cardiff,Moorhen,0.001,52,0.1,,0.008,35,0.5,,-86.0,-17,-83.6,
Wales,Cardiff,Reed_bunting,0.001,53,0.1,,0.004,45,0.2,,-67.4,-8,-67.4,
Wales,Cardiff,Brambling,0.001,54,0.1,,0.000,53,0.0,,Increase,-1,Increase,
Wales,Cardiff,Pheasant,0.001,55,0.1,,0.005,42,0.4,,-83.6,-13,-78.2,
Wales,Cardiff,Great_crested_grebe,0.000,56,0.0,,0.001,48,0.1,,-67.3,-8,-67.3,
Wales,Cardiff,Hooded_crow,0.000,57,0.0,,0.000,62,0.0,,Increase,5,Increase,
Wales,Cardiff,Corn_bunting,0.000,58,0.0,,0.000,56,0.0,,Increase,-2,Increase,
Wales,Cardiff,Fieldfare,0.000,59,0.0,,0.000,57,0.0,,Increase,-2,Increase,
Wales,Cardiff,Hawfinch,0.000,60,0.0,,0.000,61,0.0,,Increase,1,Increase,
Wales,Cardiff,Little_owl,0.000,68,0.0,,0.001,49,0.1,,-100.0,-19,-100.0,
Wales,Cardiff,Tawny_owl,0.000,75,0.0,,0.002,46,0.2,,-100.0,-29,-100.0,
Wales,Carmarthenshire,House_sparrow,6.850,1,80.6,,7.416,1,84.3,,-7.6,0,-4.4,
Wales,Carmarthenshire,Starling,5.421,2,63.5,,6.252,2,64.9,,-13.3,0,-2.2,
Wales,Carmarthenshire,Blue_tit,4.731,3,86.0,,5.278,3,89.6,,-10.4,0,-4.0,
Wales,Carmarthenshire,Blackbird,2.663,4,90.9,,2.230,6,86.3,,19.4,2,5.3,
Wales,Carmarthenshire,Great_tit,2.441,5,67.5,,2.391,5,71.8,,2.1,0,-5.9,
Wales,Carmarthenshire,Chaffinch,2.338,6,53.0,,2.796,4,64.6,,-16.4,-2,-18.0,
Wales,Carmarthenshire,Robin,2.105,7,93.5,,1.849,8,93.6,,13.8,1,-0.1,
Wales,Carmarthenshire,Jackdaw,1.488,8,32.9,,1.383,10,33.0,,7.6,2,-0.3,
Wales,Carmarthenshire,Magpie,1.397,9,63.4,,1.578,9,66.8,,-11.4,0,-5.1,
Wales,Carmarthenshire,Long_tailed_tit,1.304,10,27.7,,1.350,11,28.7,,-3.4,1,-3.3,
Wales,Carmarthenshire,Coal_tit,1.227,11,49.4,,1.172,12,51.1,,4.7,1,-3.3,
Wales,Carmarthenshire,Goldfinch,1.184,12,23.6,,1.854,7,31.8,,-36.2,-5,-25.6,
Wales,Carmarthenshire,Dunnock,0.956,13,42.6,,1.153,13,50.9,,-17.1,0,-16.2,
Wales,Carmarthenshire,Collared_dove,0.947,14,39.8,,1.050,14,43.2,,-9.8,0,-7.8,
Wales,Carmarthenshire,Carrion_crow,0.755,15,24.0,,0.781,15,26.9,,-3.3,0,-10.7,
Wales,Carmarthenshire,Woodpigeon,0.708,16,30.0,,0.639,16,29.9,,10.8,0,0.3,
Wales,Carmarthenshire,Wren,0.429,17,31.8,,0.481,17,37.1,,-10.9,0,-14.4,
Wales,Carmarthenshire,Nuthatch,0.311,18,19.6,,0.324,19,21.5,,-4.2,1,-9.1,
Wales,Carmarthenshire,Great_spotted_woodpecker,0.300,19,21.9,,0.338,18,26.1,,-11.2,-1,-16.1,
Wales,Carmarthenshire,Song_thrush,0.277,20,20.2,,0.264,21,19.9,,4.7,1,1.7,
Wales,Carmarthenshire,Feral_pigeon,0.241,21,6.1,,0.196,22,6.1,,23.1,1,0.4,
Wales,Carmarthenshire,Greenfinch,0.218,22,7.9,,0.295,20,11.6,,-26.0,-2,-31.4,
Wales,Carmarthenshire,Red_kite,0.161,23,9.8,,0.094,26,5.9,,71.3,3,67.2,
Wales,Carmarthenshire,Pied_wagtail,0.156,24,10.9,,0.136,25,10.3,,14.6,1,5.6,
Wales,Carmarthenshire,Siskin,0.111,25,3.7,,0.178,24,6.3,,-38.0,-1,-41.2,
Wales,Carmarthenshire,Tree_sparrow,0.108,26,2.5,,0.060,28,1.3,,81.1,2,97.5,
Wales,Carmarthenshire,Bullfinch,0.084,27,4.8,,0.189,23,10.2,,-55.5,-4,-52.8,
Wales,Carmarthenshire,Buzzard,0.066,28,5.0,,0.047,31,2.9,,38.8,3,72.4,
Wales,Carmarthenshire,Rook,0.065,29,1.7,,0.058,29,1.9,,10.6,0,-12.4,
Wales,Carmarthenshire,Jay,0.059,30,4.0,,0.085,27,6.1,,-31.0,-3,-34.3,
Wales,Carmarthenshire,Herring_gull,0.052,31,1.8,,0.049,30,1.3,,7.5,-1,42.9,
Wales,Carmarthenshire,Common_gull,0.042,32,1.4,,0.032,34,0.8,,30.3,2,71.9,
Wales,Carmarthenshire,Pheasant,0.037,33,2.6,,0.036,33,1.8,,2.9,0,41.4,
Wales,Carmarthenshire,Marsh_tit,0.030,34,2.1,,0.046,32,3.5,,-35.6,-2,-39.4,
Wales,Carmarthenshire,Black_headed_gull,0.026,35,0.9,,0.010,45,0.4,,162.7,10,115.1,
Wales,Carmarthenshire,Blackcap,0.024,36,2.1,,0.018,37,1.5,,34.1,1,35.0,
Wales,Carmarthenshire,Grey_wagtail,0.022,37,1.9,,0.021,36,2.1,,4.8,-1,-10.1,
Wales,Carmarthenshire,Sparrowhawk,0.020,38,2.0,,0.031,35,3.1,,-35.5,-3,-35.5,
Wales,Carmarthenshire,Redwing,0.018,39,0.6,,0.014,42,0.4,,32.2,3,50.5,
Wales,Carmarthenshire,Willow_tit,0.018,40,1.2,,0.015,39,1.5,,17.0,-1,-23.9,
Wales,Carmarthenshire,Mistle_thrush,0.016,41,1.3,,0.011,44,1.1,,44.8,3,20.7,
Wales,Carmarthenshire,Treecreeper,0.015,42,1.5,,0.014,43,1.4,,9.8,1,9.8,
Wales,Carmarthenshire,Raven,0.014,43,0.9,,0.004,49,0.4,,231.3,6,124.4,
Wales,Carmarthenshire,Fieldfare,0.013,44,0.5,,0.004,50,0.4,,201.1,6,18.3,
Wales,Carmarthenshire,Lesser_spotted_woodpecker,0.012,45,1.2,,0.015,40,1.5,,-20.9,-5,-20.9,
Wales,Carmarthenshire,Mallard,0.012,46,0.4,,0.017,38,0.4,,-27.5,-8,7.5,
Wales,Carmarthenshire,Grey_heron,0.011,47,1.1,,0.015,41,1.5,,-29.7,-6,-29.7,
Wales,Carmarthenshire,Moorhen,0.006,48,0.3,,0.006,48,0.3,,4.9,0,13.0,
Wales,Carmarthenshire,Goldcrest,0.006,49,0.5,,0.008,46,0.7,,-30.1,-3,-29.1,
Wales,Carmarthenshire,Tawny_owl,0.003,50,0.3,,0.003,52,0.3,,13.0,2,13.0,
Wales,Carmarthenshire,Green_woodpecker,0.003,51,0.3,,0.008,47,0.8,,-62.3,-4,-62.3,
Wales,Carmarthenshire,Reed_bunting,0.003,52,0.2,,0.003,51,0.1,,-3.5,-1,28.7,
Wales,Carmarthenshire,Kestrel,0.002,53,0.2,,0.000,66,0.0,,Increase,13,Increase,
Wales,Carmarthenshire,Chiffchaff,0.002,54,0.2,,0.001,55,0.1,,61.3,1,61.3,
Wales,Carmarthenshire,Barn_owl,0.001,55,0.1,,0.001,54,0.1,,-3.3,-1,-3.3,
Wales,Carmarthenshire,Linnet,0.001,56,0.1,,0.001,56,0.1,,-35.5,0,-35.5,
Wales,Carmarthenshire,Brambling,0.001,57,0.1,,0.000,58,0.0,,Increase,1,Increase,
Wales,Carmarthenshire,Stock_dove,0.001,58,0.0,,0.000,76,0.0,,Increase,18,Increase,
Wales,Carmarthenshire,Corn_bunting,0.000,59,0.0,,0.000,59,0.0,,Increase,0,Increase,
Wales,Carmarthenshire,Great_black_backed_gull,0.000,60,0.0,,0.000,61,0.0,,Increase,1,Increase,
Wales,Carmarthenshire,Hooded_crow,0.000,61,0.0,,0.000,65,0.0,,Increase,4,Increase,
Wales,Carmarthenshire,Skylark,0.000,62,0.0,,0.000,75,0.0,,Increase,13,Increase,
Wales,Carmarthenshire,Yellowhammer,0.000,80,0.0,,0.001,53,0.1,,-100.0,-27,-100.0,
Wales,Ceredigion,Starling,8.248,1,73.5,,7.983,1,68.5,,3.3,0,7.2,
Wales,Ceredigion,House_sparrow,6.399,2,78.1,,6.170,2,81.5,,3.7,0,-4.2,
Wales,Ceredigion,Blue_tit,4.667,3,86.8,,5.076,3,91.7,,-8.1,0,-5.3,
Wales,Ceredigion,Chaffinch,3.100,4,64.7,,3.554,4,73.7,,-12.8,0,-12.3,
Wales,Ceredigion,Blackbird,2.490,5,90.5,,2.024,7,87.1,,23.0,2,3.8,
Wales,Ceredigion,Great_tit,2.423,6,72.1,,2.170,5,74.2,,11.7,-1,-3.0,
Wales,Ceredigion,Robin,2.068,7,93.9,,1.812,8,93.9,,14.1,1,0.0,
Wales,Ceredigion,Magpie,1.342,8,60.0,,1.279,11,62.1,,4.9,3,-3.4,
Wales,Ceredigion,Long_tailed_tit,1.289,9,25.5,,1.333,9,27.1,,-3.3,0,-5.9,
Wales,Ceredigion,Goldfinch,1.271,10,26.9,,2.102,6,36.2,,-39.5,-4,-25.8,
Wales,Ceredigion,Dunnock,1.245,11,54.1,,1.299,10,58.7,,-4.1,-1,-7.9,
Wales,Ceredigion,Coal_tit,1.165,12,51.5,,1.015,14,47.1,,14.8,2,9.2,
Wales,Ceredigion,Collared_dove,1.070,13,41.5,,1.056,13,41.4,,1.3,0,0.1,
Wales,Ceredigion,Jackdaw,1.054,14,27.1,,1.225,12,29.8,,-14.0,-2,-9.1,
Wales,Ceredigion,Carrion_crow,1.053,15,31.1,,0.981,15,34.4,,7.3,0,-9.5,
Wales,Ceredigion,Woodpigeon,0.677,16,30.0,,0.689,16,29.6,,-1.7,0,1.3,
Wales,Ceredigion,Wren,0.371,17,28.0,,0.417,17,30.8,,-11.0,0,-9.1,
Wales,Ceredigion,Nuthatch,0.297,18,19.3,,0.261,21,16.9,,13.8,3,13.9,
Wales,Ceredigion,Great_spotted_woodpecker,0.279,19,21.5,,0.297,20,22.8,,-6.2,1,-5.7,
Wales,Ceredigion,Feral_pigeon,0.265,20,6.6,,0.310,19,9.2,,-14.7,-1,-28.3,
Wales,Ceredigion,Song_thrush,0.253,21,18.6,,0.219,23,17.5,,15.5,2,6.2,
Wales,Ceredigion,Greenfinch,0.231,22,9.4,,0.349,18,14.9,,-33.8,-4,-36.8,
Wales,Ceredigion,Red_kite,0.200,23,10.8,,0.141,25,8.1,,41.9,2,33.1,
Wales,Ceredigion,Rook,0.171,24,4.5,,0.171,24,4.2,,-0.3,0,8.3,
Wales,Ceredigion,Siskin,0.139,25,4.4,,0.221,22,6.1,,-36.9,-3,-27.8,
Wales,Ceredigion,Pheasant,0.097,26,3.8,,0.140,26,5.2,,-30.5,0,-26.7,
Wales,Ceredigion,Herring_gull,0.094,27,3.2,,0.046,32,2.1,,103.6,5,51.9,
Wales,Ceredigion,Jay,0.094,28,6.7,,0.130,27,9.0,,-27.9,-1,-26.0,
Wales,Ceredigion,Tree_sparrow,0.087,29,2.4,,0.056,30,2.1,,55.0,1,14.1,
Wales,Ceredigion,Buzzard,0.078,30,6.0,,0.075,29,5.8,,3.5,-1,3.2,
Wales,Ceredigion,Pied_wagtail,0.074,31,5.3,,0.054,31,3.5,,36.2,0,50.0,
Wales,Ceredigion,Bullfinch,0.071,32,3.8,,0.108,28,7.1,,-34.9,-4,-46.3,
Wales,Ceredigion,Common_gull,0.044,33,1.7,,0.035,33,1.3,,23.1,0,33.1,
Wales,Ceredigion,Redwing,0.023,34,0.7,,0.006,46,0.4,,268.3,12,71.4,
Wales,Ceredigion,Mistle_thrush,0.020,35,1.5,,0.015,39,1.5,,35.0,4,2.6,
Wales,Ceredigion,Grey_wagtail,0.019,36,1.4,,0.004,47,0.4,,355.8,11,241.9,
Wales,Ceredigion,Blackcap,0.019,37,1.6,,0.021,35,1.7,,-8.7,-2,-4.9,
Wales,Ceredigion,Sparrowhawk,0.018,38,1.8,,0.025,34,2.5,,-27.2,-4,-27.2,
Wales,Ceredigion,Treecreeper,0.014,39,1.4,,0.015,40,1.5,,-7.6,1,-7.6,
Wales,Ceredigion,Raven,0.013,40,0.8,,0.006,45,0.6,,102.5,5,26.6,
Wales,Ceredigion,Mallard,0.013,41,0.4,,0.021,36,1.0,,-39.1,-5,-62.0,
Wales,Ceredigion,Marsh_tit,0.012,42,0.8,,0.015,41,1.0,,-18.5,-1,-23.9,
Wales,Ceredigion,Lesser_spotted_woodpecker,0.011,43,1.1,,0.013,42,1.3,,-11.6,-1,-11.6,
Wales,Ceredigion,Goldcrest,0.011,44,1.0,,0.019,37,1.9,,-40.8,-7,-49.3,
Wales,Ceredigion,Stock_dove,0.011,45,0.5,,0.002,51,0.2,,432.5,6,128.2,
Wales,Ceredigion,Grey_heron,0.009,46,0.9,,0.013,43,1.3,,-30.6,-3,-30.6,
Wales,Ceredigion,Fieldfare,0.008,47,0.3,,0.002,49,0.2,,280.3,2,52.1,
Wales,Ceredigion,Black_headed_gull,0.006,48,0.3,,0.000,52,0.0,,Increase,4,Increase,
Wales,Ceredigion,Willow_tit,0.006,49,0.5,,0.008,44,0.8,,-33.4,-5,-42.9,
Wales,Ceredigion,Tawny_owl,0.005,50,0.5,,0.000,75,0.0,,Increase,25,Increase,
Wales,Ceredigion,Moorhen,0.004,51,0.2,,0.000,69,0.0,,Increase,18,Increase,
Wales,Ceredigion,Yellowhammer,0.004,52,0.2,,0.000,80,0.0,,Increase,28,Increase,
Wales,Ceredigion,Brambling,0.002,53,0.2,,0.000,54,0.0,,Increase,1,Increase,
Wales,Ceredigion,Barn_owl,0.002,54,0.2,,0.004,48,0.4,,-42.9,-6,-42.9,
Wales,Ceredigion,Kestrel,0.002,55,0.2,,0.000,63,0.0,,Increase,8,Increase,
Wales,Ceredigion,Chiffchaff,0.002,56,0.2,,0.000,55,0.0,,Increase,-1,Increase,
Wales,Ceredigion,Green_woodpecker,0.002,57,0.2,,0.002,50,0.2,,-23.9,-7,-23.9,
Wales,Ceredigion,Great_black_backed_gull,0.001,58,0.1,,0.000,58,0.0,,Increase,0,Increase,
Wales,Ceredigion,Redpoll,0.001,59,0.1,,0.017,38,1.3,,-95.2,-21,-93.7,
Wales,Ceredigion,Corn_bunting,0.001,60,0.1,,0.000,56,0.0,,Increase,-4,Increase,
Wales,Ceredigion,Hawfinch,0.001,61,0.1,,0.000,61,0.0,,Increase,0,Increase,
Wales,Ceredigion,Linnet,0.001,62,0.1,,0.000,66,0.0,,Increase,4,Increase,
SWRO,Channel Islands,House_sparrow,5.329,1,65.8,,6.512,1,73.8,,-18.2,0,-10.8,
SWRO,Channel Islands,Goldfinch,2.585,2,41.9,,3.003,3,45.0,,-13.9,1,-6.9,
SWRO,Channel Islands,Starling,1.921,3,26.7,,3.289,2,31.9,,-41.6,-1,-16.4,
SWRO,Channel Islands,Woodpigeon,1.635,4,59.0,,1.365,9,59.1,,19.7,5,-0.3,
SWRO,Channel Islands,Blackbird,1.621,5,79.0,,1.525,6,80.4,,6.3,1,-1.7,
SWRO,Channel Islands,Robin,1.568,6,85.0,,1.558,5,91.0,,0.6,-1,-6.6,
SWRO,Channel Islands,Great_tit,1.561,7,59.8,,1.797,4,72.8,,-13.1,-3,-17.9,
SWRO,Channel Islands,Blue_tit,1.499,8,57.9,,1.518,7,65.4,,-1.3,-1,-11.6,
SWRO,Channel Islands,Chaffinch,1.217,9,43.2,,1.518,8,52.2,,-19.9,-1,-17.1,
SWRO,Channel Islands,Magpie,1.162,10,55.6,,1.326,10,56.8,,-12.4,0,-2.1,
SWRO,Channel Islands,Dunnock,1.003,11,47.8,,1.237,11,59.0,,-18.9,0,-19.0,
SWRO,Channel Islands,Carrion_crow,0.777,12,32.2,,0.722,14,32.2,,7.7,2,0.0,
SWRO,Channel Islands,Collared_dove,0.677,13,30.7,,0.987,12,42.9,,-31.4,-1,-28.5,
SWRO,Channel Islands,Feral_pigeon,0.669,14,19.1,,0.662,15,18.9,,1.0,1,1.5,
SWRO,Channel Islands,Greenfinch,0.552,15,18.2,,0.573,16,18.7,,-3.8,1,-2.2,
SWRO,Channel Islands,Long_tailed_tit,0.501,16,12.8,,0.810,13,16.0,,-38.2,-3,-19.9,
SWRO,Channel Islands,Herring_gull,0.320,17,10.6,,0.236,19,9.6,,35.5,2,10.3,
SWRO,Channel Islands,Wren,0.313,18,24.4,,0.391,17,37.0,,-20.0,-1,-33.9,
SWRO,Channel Islands,Song_thrush,0.238,19,18.4,,0.261,18,19.6,,-8.8,-1,-5.7,
SWRO,Channel Islands,Coal_tit,0.164,20,6.3,,0.116,20,6.3,,41.5,0,-0.8,
SWRO,Channel Islands,Pheasant,0.142,21,7.6,,0.104,22,7.4,,36.3,1,3.4,
SWRO,Channel Islands,Common_gull,0.121,22,3.7,,0.070,23,0.9,,74.2,1,323.3,
SWRO,Channel Islands,Blackcap,0.111,23,8.1,,0.105,21,7.9,,6.2,-2,2.8,
SWRO,Channel Islands,Mallard,0.078,24,2.9,,0.057,24,2.2,,37.2,0,32.9,
SWRO,Channel Islands,Black_headed_gull,0.056,25,2.1,,0.017,31,0.4,,224.8,6,391.6,
SWRO,Channel Islands,Tree_sparrow,0.040,26,1.2,,0.000,74,0.0,,Increase,48,Increase,
SWRO,Channel Islands,Stock_dove,0.035,27,1.5,,0.044,26,2.2,,-19.2,-1,-29.8,
SWRO,Channel Islands,Buzzard,0.035,28,2.7,,0.043,27,2.6,,-19.2,-1,5.3,
SWRO,Channel Islands,Bullfinch,0.029,29,1.8,,0.052,25,3.5,,-44.5,-4,-47.4,
SWRO,Channel Islands,Great_spotted_woodpecker,0.021,30,1.8,,0.017,32,1.7,,22.7,2,5.2,
SWRO,Channel Islands,Grey_heron,0.015,31,1.5,,0.004,37,0.4,,251.1,6,251.1,
SWRO,Channel Islands,Kestrel,0.015,32,1.5,,0.030,28,3.0,,-49.9,-4,-49.9,
SWRO,Channel Islands,Redwing,0.014,33,0.5,,0.000,66,0.0,,Increase,33,Increase,
SWRO,Channel Islands,Sparrowhawk,0.014,34,1.4,,0.013,34,1.3,,5.2,0,5.2,
SWRO,Channel Islands,Jackdaw,0.011,35,0.8,,0.004,39,0.4,,145.4,4,75.3,
SWRO,Channel Islands,Goldcrest,0.009,36,0.8,,0.026,30,1.7,,-64.9,-6,-56.1,
SWRO,Channel Islands,Grey_wagtail,0.008,37,0.8,,0.004,38,0.4,,75.8,1,75.8,
SWRO,Channel Islands,Pied_wagtail,0.008,38,0.5,,0.013,33,0.9,,-41.4,-5,-47.2,
SWRO,Channel Islands,Raven,0.008,39,0.5,,0.000,62,0.0,,Increase,23,Increase,
SWRO,Channel Islands,Treecreeper,0.008,40,0.8,,0.000,75,0.0,,Increase,35,Increase,
SWRO,Channel Islands,Lesser_black_backed_gull,0.003,41,0.3,,0.000,52,0.0,,Increase,11,Increase,
SWRO,Channel Islands,Chiffchaff,0.003,42,0.3,,0.004,36,0.4,,-29.8,-6,-29.8,
SWRO,Channel Islands,Moorhen,0.003,43,0.3,,0.000,59,0.0,,Increase,16,Increase,
SWRO,Channel Islands,Barn_owl,0.003,44,0.3,,0.000,40,0.0,,Increase,-4,Increase,
SWRO,Channel Islands,Willow_tit,0.003,45,0.2,,0.000,79,0.0,,Increase,34,Increase,
SWRO,Channel Islands,Great_black_backed_gull,0.002,46,0.2,,0.000,44,0.0,,Increase,-2,Increase,
SWRO,Channel Islands,Gadwall,0.002,47,0.2,,0.000,43,0.0,,Increase,-4,Increase,
SWRO,Channel Islands,Brambling,0.002,48,0.2,,0.000,41,0.0,,Increase,-7,Increase,
SWRO,Channel Islands,Fieldfare,0.002,49,0.2,,0.026,29,1.3,,-94.2,-20,-88.3,
SWRO,Channel Islands,Jay,0.002,50,0.2,,0.000,50,0.0,,Increase,0,Increase,
SWRO,Channel Islands,Marsh_tit,0.002,51,0.2,,0.000,56,0.0,,Increase,5,Increase,
SWRO,Channel Islands,Rook,0.002,52,0.2,,0.000,69,0.0,,Increase,17,Increase,
SWRO,Channel Islands,Black_redstart,0.000,53,0.0,,0.004,35,0.4,,-100.0,-18,-100.0,
NRO,Cheshire,House_sparrow,4.134,1,65.0,,4.296,1,66.6,,-3.8,0,-2.5,
NRO,Cheshire,Blackbird,2.686,2,90.7,,2.455,3,91.3,,9.4,1,-0.7,
NRO,Cheshire,Blue_tit,2.642,3,77.6,,2.987,2,83.7,,-11.5,-1,-7.3,
NRO,Cheshire,Woodpigeon,2.277,4,80.8,,2.223,5,80.2,,2.4,1,0.8,
NRO,Cheshire,Starling,2.235,5,32.3,,2.365,4,35.8,,-5.5,-1,-9.8,
NRO,Cheshire,Robin,1.562,6,83.8,,1.443,9,86.1,,8.3,3,-2.6,
NRO,Cheshire,Goldfinch,1.417,7,28.4,,1.657,7,33.8,,-14.5,0,-16.0,
NRO,Cheshire,Great_tit,1.377,8,53.4,,1.617,8,60.1,,-14.9,0,-11.0,
NRO,Cheshire,Magpie,1.291,9,60.2,,1.362,10,61.8,,-5.2,1,-2.7,
NRO,Cheshire,Long_tailed_tit,1.202,10,29.9,,1.667,6,36.6,,-27.9,-4,-18.3,
NRO,Cheshire,Chaffinch,0.844,11,28.8,,0.896,11,33.0,,-5.8,0,-12.8,
NRO,Cheshire,Dunnock,0.818,12,41.5,,0.892,12,46.2,,-8.3,0,-10.1,
NRO,Cheshire,Jackdaw,0.804,13,23.1,,0.764,14,23.3,,5.2,1,-0.8,
NRO,Cheshire,Coal_tit,0.701,14,34.5,,0.754,15,37.8,,-7.0,1,-8.7,
