RSPB,County,Species,Mean 2021,Rank 2021,% Gardens 2021,,Mean 2020,Rank 2020,% Gardens 2020,,% Change,Rank Change,% change in % gardens recorded,
Wales,Isle of Anglesey,Blackbird,2.835,4,93.6,,2.411,6,90.8,,17.6,2,3.1,
Wales,Isle of Anglesey,Chaffinch,2.807,5,61.7,,3.844,3,73.5,,-27.0,-2,-16.0,
Wales,Isle of Anglesey,Robin,1.899,6,92.5,,1.513,9,87.1,,25.6,3,6.3,
Wales,Isle of Anglesey,Great_tit,1.776,7,64.4,,1.714,8,65.8,,3.6,1,-2.2,
Wales,Isle of Anglesey,Jackdaw,1.724,8,44.8,,2.238,7,49.5,,-23.0,-1,-9.6,
Wales,Isle of Anglesey,Goldfinch,1.594,9,32.5,,2.449,5,44.0,,-34.9,-4,-26.2,
Wales,Isle of Anglesey,Collared_dove,1.383,10,56.3,,1.501,10,57.3,,-7.9,0,-1.7,
Wales,Isle of Anglesey,Magpie,1.299,11,60.5,,1.305,12,60.0,,-0.4,1,0.8,
Wales,Isle of Anglesey,Dunnock,1.156,12,48.6,,1.321,11,55.2,,-12.5,-1,-11.9,
Wales,Isle of Anglesey,Carrion_crow,0.931,13,31.2,,0.796,16,29.9,,16.9,3,4.1,
Wales,Isle of Anglesey,Long_tailed_tit,0.918,14,20.4,,0.868,15,19.9,,5.7,1,2.8,
Wales,Isle of Anglesey,Feral_pigeon,0.656,15,13.7,,0.881,13,16.2,,-25.5,-2,-15.7,
Wales,Isle of Anglesey,Woodpigeon,0.623,16,31.6,,0.751,17,34.9,,-16.9,1,-9.3,
Wales,Isle of Anglesey,Coal_tit,0.504,17,24.2,,0.453,18,23.1,,11.3,1,5.0,
Wales,Isle of Anglesey,Greenfinch,0.488,18,17.9,,0.868,14,27.5,,-43.9,-4,-34.7,
Wales,Isle of Anglesey,Wren,0.369,19,27.7,,0.399,19,31.4,,-7.6,0,-11.7,
Wales,Isle of Anglesey,Song_thrush,0.261,20,19.7,,0.238,20,17.2,,9.4,0,14.2,
Wales,Isle of Anglesey,Pheasant,0.238,21,9.4,,0.228,21,10.9,,4.4,0,-13.6,
Wales,Isle of Anglesey,Herring_gull,0.193,22,7.5,,0.118,24,4.9,,63.3,2,52.9,
Wales,Isle of Anglesey,Great_spotted_woodpecker,0.174,23,13.7,,0.191,22,14.8,,-9.0,-1,-7.4,
Wales,Isle of Anglesey,Rook,0.132,24,4.1,,0.129,23,4.6,,2.6,-1,-10.9,
Wales,Isle of Anglesey,Common_gull,0.120,25,3.9,,0.073,26,2.7,,64.6,1,46.3,
Wales,Isle of Anglesey,Black_headed_gull,0.076,26,1.9,,0.000,50,0.0,,Increase,24,Increase,
Wales,Isle of Anglesey,Tree_sparrow,0.076,27,1.7,,0.003,41,0.3,,2211.0,14,413.6,
Wales,Isle of Anglesey,Nuthatch,0.070,28,4.7,,0.066,28,4.9,,6.7,0,-4.3,
Wales,Isle of Anglesey,Buzzard,0.069,29,5.2,,0.043,29,3.6,,61.6,0,44.0,
Wales,Isle of Anglesey,Blackcap,0.053,30,3.8,,0.026,30,2.0,,101.8,0,89.5,
Wales,Isle of Anglesey,Bullfinch,0.042,31,2.8,,0.076,25,4.6,,-44.0,-6,-39.5,
Wales,Isle of Anglesey,Jay,0.036,32,2.2,,0.073,27,4.3,,-49.9,-5,-49.1,
Wales,Isle of Anglesey,Pied_wagtail,0.035,33,2.4,,0.020,32,1.0,,77.7,-1,145.1,
Wales,Isle of Anglesey,Siskin,0.035,34,1.3,,0.023,31,1.3,,52.5,-3,1.2,
Wales,Isle of Anglesey,Raven,0.028,35,1.8,,0.000,68,0.0,,Increase,33,Increase,
Wales,Isle of Anglesey,Mistle_thrush,0.028,36,2.3,,0.013,33,1.3,,111.9,-3,75.0,
Wales,Isle of Anglesey,Red_legged_partridge,0.015,37,0.8,,0.010,34,0.7,,47.6,-3,29.1,
Wales,Isle of Anglesey,Sparrowhawk,0.015,38,1.5,,0.010,35,1.0,,47.2,-3,47.2,
Wales,Isle of Anglesey,Grey_wagtail,0.013,39,1.0,,0.003,46,0.3,,304.8,7,194.4,
Wales,Isle of Anglesey,Grey_heron,0.011,40,1.1,,0.003,45,0.3,,231.6,5,231.6,
Wales,Isle of Anglesey,Goldcrest,0.010,41,0.7,,0.003,43,0.3,,194.4,2,120.8,
Wales,Isle of Anglesey,Kestrel,0.008,42,0.8,,0.000,60,0.0,,Increase,18,Increase,
Wales,Isle of Anglesey,Lesser_spotted_woodpecker,0.008,43,0.8,,0.007,36,0.7,,28.4,-7,28.4,
Wales,Isle of Anglesey,Mallard,0.008,44,0.2,,0.000,64,0.0,,Increase,20,Increase,
Wales,Isle of Anglesey,Moorhen,0.007,45,0.5,,0.007,39,0.3,,10.4,-6,47.2,
Wales,Isle of Anglesey,Redwing,0.006,46,0.5,,0.007,37,0.3,,-8.1,-9,47.1,
Wales,Isle of Anglesey,Fieldfare,0.006,47,0.2,,0.007,38,0.3,,-7.9,-9,-26.3,
Wales,Isle of Anglesey,Stock_dove,0.006,48,0.2,,0.000,72,0.0,,Increase,24,Increase,
Wales,Isle of Anglesey,Treecreeper,0.004,49,0.4,,0.000,75,0.0,,Increase,26,Increase,
Wales,Isle of Anglesey,Ring_necked_parakeet,0.004,50,0.4,,0.003,48,0.3,,10.4,-2,10.4,
Wales,Isle of Anglesey,Reed_bunting,0.002,51,0.2,,0.007,40,0.7,,-63.1,-11,-63.1,
Wales,Isle of Anglesey,Linnet,0.002,52,0.2,,0.000,63,0.0,,Increase,11,Increase,
Wales,Isle of Anglesey,Marsh_tit,0.002,53,0.2,,0.000,65,0.0,,Increase,12,Increase,
Wales,Isle of Anglesey,Redpoll,0.002,54,0.1,,0.000,70,0.0,,Increase,16,Increase,
Wales,Isle of Anglesey,Yellowhammer,0.002,55,0.1,,0.000,80,0.0,,Increase,25,Increase,
Wales,Isle of Anglesey,Great_black_backed_gull,0.001,56,0.1,,0.000,55,0.0,,Increase,-1,Increase,
Wales,Isle of Anglesey,Chiffchaff,0.001,57,0.1,,0.000,52,0.0,,Increase,-5,Increase,
Wales,Isle of Anglesey,Lesser_black_backed_gull,0.001,58,0.1,,0.000,62,0.0,,Increase,4,Increase,
Wales,Isle of Anglesey,Barn_owl,0.001,59,0.1,,0.000,49,0.0,,Increase,-10,Increase,
Wales,Isle of Anglesey,Brambling,0.001,60,0.1,,0.003,42,0.3,,-63.2,-18,-63.2,
Wales,Isle of Anglesey,Little_owl,0.001,61,0.1,,0.003,47,0.3,,-63.2,-14,-63.2,
Wales,Isle of Anglesey,Tawny_owl,0.001,62,0.1,,0.000,73,0.0,,Increase,11,Increase,
Wales,Isle of Anglesey,Green_woodpecker,0.000,67,0.0,,0.003,44,0.3,,-100.0,-23,-100.0,
NIRO,Isle of Man,House_sparrow,7.693,1,79.8,,8.004,1,78.3,,-3.9,0,1.9,
NIRO,Isle of Man,Starling,3.606,2,40.6,,3.678,2,39.2,,-2.0,0,3.5,
NIRO,Isle of Man,Chaffinch,3.300,3,61.2,,3.471,3,63.1,,-4.9,0,-3.0,
NIRO,Isle of Man,Blackbird,2.640,4,87.8,,2.467,5,86.3,,7.0,1,1.7,
NIRO,Isle of Man,Goldfinch,2.342,5,35.6,,2.938,4,44.2,,-20.3,-1,-19.6,
NIRO,Isle of Man,Blue_tit,2.144,6,68.1,,2.040,6,67.4,,5.1,0,1.1,
NIRO,Isle of Man,Jackdaw,2.059,7,48.1,,1.888,7,49.7,,9.1,0,-3.3,
NIRO,Isle of Man,Robin,1.679,8,92.7,,1.586,8,90.7,,5.9,0,2.1,
NIRO,Isle of Man,Great_tit,1.576,9,56.9,,1.493,9,57.7,,5.5,0,-1.4,
NIRO,Isle of Man,Collared_dove,0.952,10,38.3,,1.084,10,40.5,,-12.2,0,-5.5,
NIRO,Isle of Man,Coal_tit,0.915,11,42.2,,0.674,15,35.2,,35.8,4,19.7,
NIRO,Isle of Man,Long_tailed_tit,0.906,12,16.3,,0.758,13,17.2,,19.6,1,-5.2,
NIRO,Isle of Man,Woodpigeon,0.894,13,39.9,,0.740,14,37.4,,20.9,1,6.6,
NIRO,Isle of Man,Magpie,0.823,14,43.6,,1.035,11,49.8,,-20.5,-3,-12.5,
NIRO,Isle of Man,Dunnock,0.764,15,39.4,,0.824,12,43.6,,-7.3,-3,-9.5,
NIRO,Isle of Man,Hooded_crow,0.745,16,20.5,,0.059,25,4.1,,1158.6,9,395.6,
NIRO,Isle of Man,Rook,0.573,17,13.4,,0.470,17,14.9,,21.9,0,-10.3,
NIRO,Isle of Man,Song_thrush,0.547,18,42.0,,0.337,19,27.2,,62.1,1,54.2,
NIRO,Isle of Man,Feral_pigeon,0.486,19,12.1,,0.476,16,11.8,,2.0,-3,3.2,
NIRO,Isle of Man,Greenfinch,0.386,20,13.1,,0.379,18,16.3,,1.9,-2,-19.6,
NIRO,Isle of Man,Herring_gull,0.348,21,9.9,,0.198,23,7.8,,76.1,2,26.8,
NIRO,Isle of Man,Wren,0.312,22,27.1,,0.306,20,24.7,,2.0,-2,9.5,
NIRO,Isle of Man,Pheasant,0.194,23,10.1,,0.271,22,12.4,,-28.2,-1,-18.2,
NIRO,Isle of Man,Siskin,0.142,24,4.1,,0.305,21,7.2,,-53.5,-3,-42.5,
NIRO,Isle of Man,Common_gull,0.135,25,3.1,,0.076,24,1.2,,76.2,-1,164.2,
NIRO,Isle of Man,Tree_sparrow,0.121,26,3.1,,0.000,74,0.0,,Increase,48,Increase,
NIRO,Isle of Man,Pied_wagtail,0.052,27,3.6,,0.035,26,2.4,,46.4,-1,53.7,
NIRO,Isle of Man,Blackcap,0.044,28,3.6,,0.029,28,2.4,,49.0,0,53.4,
NIRO,Isle of Man,Mallard,0.041,29,1.3,,0.012,33,0.6,,252.3,4,120.2,
NIRO,Isle of Man,Great_spotted_woodpecker,0.023,30,2.1,,0.006,37,0.6,,294.3,7,250.5,
NIRO,Isle of Man,Sparrowhawk,0.023,31,2.3,,0.035,27,3.5,,-34.3,-4,-34.3,
NIRO,Isle of Man,Black_headed_gull,0.015,32,0.3,,0.000,40,0.0,,Increase,8,Increase,
NIRO,Isle of Man,Grey_heron,0.013,33,1.3,,0.006,35,0.6,,117.8,2,117.8,
NIRO,Isle of Man,Mistle_thrush,0.010,34,1.0,,0.006,36,0.6,,74.2,2,74.2,
NIRO,Isle of Man,Raven,0.010,35,0.8,,0.000,65,0.0,,Increase,30,Increase,
NIRO,Isle of Man,Treecreeper,0.010,36,1.0,,0.006,38,0.6,,75.3,2,75.3,
NIRO,Isle of Man,Grey_wagtail,0.008,37,0.8,,0.029,30,2.9,,-73.7,-7,-73.7,
NIRO,Isle of Man,Mute_swan,0.005,38,0.3,,0.000,63,0.0,,Increase,25,Increase,
NIRO,Isle of Man,Buzzard,0.005,39,0.5,,0.000,44,0.0,,Increase,5,Increase,
NIRO,Isle of Man,Goldcrest,0.005,40,0.5,,0.029,29,2.9,,-82.5,-11,-82.5,
NIRO,Isle of Man,Great_black_backed_gull,0.003,41,0.3,,0.000,48,0.0,,Increase,7,Increase,
NIRO,Isle of Man,Black_redstart,0.003,42,0.3,,0.000,41,0.0,,Increase,-1,Increase,
NIRO,Isle of Man,Bullfinch,0.003,43,0.3,,0.000,43,0.0,,Increase,0,Increase,
NIRO,Isle of Man,Chiffchaff,0.003,44,0.3,,0.000,45,0.0,,Increase,1,Increase,
NIRO,Isle of Man,Meadow_pipit,0.003,45,0.3,,0.000,61,0.0,,Increase,16,Increase,
NIRO,Isle of Man,Moorhen,0.003,46,0.3,,0.000,62,0.0,,Increase,16,Increase,
NIRO,Isle of Man,Yellowhammer,0.003,47,0.3,,0.000,79,0.0,,Increase,32,Increase,
NIRO,Isle of Man,Fieldfare,0.000,51,0.0,,0.006,34,0.6,,-100.0,-17,-100.0,
NIRO,Isle of Man,Redpoll,0.000,68,0.0,,0.018,32,1.2,,-100.0,-36,-100.0,
NIRO,Isle of Man,Redwing,0.000,69,0.0,,0.029,31,0.6,,-100.0,-38,-100.0,
SERO,Isle of Wight,House_sparrow,3.383,1,54.1,,3.713,1,56.1,,-8.9,0,-3.5,
SERO,Isle of Wight,Woodpigeon,2.742,2,83.8,,2.748,3,85.3,,-0.2,1,-1.8,
SERO,Isle of Wight,Blue_tit,2.740,3,74.6,,3.196,2,80.3,,-14.3,-1,-7.0,
SERO,Isle of Wight,Starling,2.427,4,31.8,,2.735,4,34.9,,-11.3,0,-8.8,
SERO,Isle of Wight,Blackbird,2.348,5,88.2,,2.264,5,89.4,,3.7,0,-1.3,
SERO,Isle of Wight,Robin,1.512,6,83.7,,1.462,10,87.0,,3.4,4,-3.7,
SERO,Isle of Wight,Goldfinch,1.473,7,26.8,,1.742,6,31.9,,-15.5,-1,-16.0,
SERO,Isle of Wight,Great_tit,1.403,8,48.3,,1.515,9,52.1,,-7.4,1,-7.3,
SERO,Isle of Wight,Jackdaw,1.358,9,35.4,,1.645,8,44.4,,-17.4,-1,-20.1,
SERO,Isle of Wight,Long_tailed_tit,1.102,10,24.1,,1.710,7,33.3,,-35.5,-3,-27.7,
SERO,Isle of Wight,Magpie,0.923,11,48.0,,1.011,11,48.1,,-8.7,0,-0.3,
SERO,Isle of Wight,Carrion_crow,0.877,12,28.8,,0.827,12,30.7,,6.0,0,-6.3,
SERO,Isle of Wight,Dunnock,0.735,13,36.6,,0.780,13,39.1,,-5.8,0,-6.5,
SERO,Isle of Wight,Collared_dove,0.665,14,28.3,,0.764,14,31.4,,-12.9,0,-9.9,
SERO,Isle of Wight,Chaffinch,0.581,15,21.5,,0.724,15,25.0,,-19.8,0,-13.8,
SERO,Isle of Wight,Feral_pigeon,0.454,16,13.1,,0.606,16,13.3,,-25.1,0,-1.5,
SERO,Isle of Wight,Coal_tit,0.413,17,19.1,,0.490,17,23.7,,-15.7,0,-19.2,
SERO,Isle of Wight,Wren,0.367,18,30.9,,0.402,19,33.7,,-8.7,1,-8.5,
SERO,Isle of Wight,Greenfinch,0.349,19,13.1,,0.432,18,15.1,,-19.1,-1,-13.1,
SERO,Isle of Wight,Rook,0.207,20,5.6,,0.217,20,5.5,,-4.9,0,2.5,
SERO,Isle of Wight,Herring_gull,0.197,21,5.9,,0.106,23,4.2,,85.7,2,42.5,
SERO,Isle of Wight,Black_headed_gull,0.168,22,4.1,,0.092,25,3.2,,83.5,3,30.5,
SERO,Isle of Wight,Common_gull,0.116,23,3.0,,0.063,27,1.9,,84.6,4,64.1,
SERO,Isle of Wight,Great_spotted_woodpecker,0.109,24,8.9,,0.142,21,11.0,,-22.8,-3,-19.1,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Song_thrush,0.104,25,9.0,,0.140,22,11.0,,-25.6,-3,-18.4,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Pheasant,0.088,26,4.6,,0.102,24,4.7,,-13.9,-2,-1.8,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Blackcap,0.081,27,6.0,,0.047,30,3.9,,71.1,3,56.5,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Jay,0.076,28,5.4,,0.086,26,6.6,,-11.8,-2,-17.3,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Pied_wagtail,0.042,29,2.7,,0.026,34,2.0,,64.3,5,33.7,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Bullfinch,0.035,30,2.0,,0.057,28,2.7,,-38.3,-2,-25.2,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Buzzard,0.031,31,2.2,,0.036,31,2.4,,-11.8,0,-9.9,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Tree_sparrow,0.029,32,0.9,,0.051,29,1.0,,-43.9,-3,-14.5,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Green_woodpecker,0.027,33,2.7,,0.027,33,2.7,,-0.2,0,-0.2,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Mallard,0.018,34,0.6,,0.030,32,1.0,,-41.2,-2,-35.9,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Redwing,0.015,35,0.4,,0.011,40,0.4,,35.4,5,-0.4,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Goldcrest,0.013,36,1.0,,0.014,37,1.4,,-10.2,1,-28.9,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Stock_dove,0.011,37,0.5,,0.014,36,0.7,,-21.3,-1,-25.1,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Moorhen,0.011,38,0.7,,0.006,44,0.4,,96.0,6,61.8,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Sparrowhawk,0.010,39,1.0,,0.017,35,1.7,,-40.9,-4,-40.9,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Kestrel,0.010,40,1.0,,0.007,42,0.7,,34.6,2,34.6,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Yellowhammer,0.007,41,0.4,,0.003,49,0.1,,162.5,8,199.9,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Grey_heron,0.007,42,0.7,,0.006,43,0.6,,30.9,1,30.9,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Grey_wagtail,0.007,43,0.6,,0.004,45,0.4,,74.3,2,49.4,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Lesser_spotted_woodpecker,0.007,44,0.7,,0.013,39,1.3,,-46.1,-5,-46.1,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Red_legged_partridge,0.006,45,0.3,,0.000,72,0.0,,Increase,27,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Siskin,0.005,46,0.3,,0.004,48,0.1,,24.6,2,86.9,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Mistle_thrush,0.004,47,0.3,,0.007,41,0.7,,-47.9,-6,-62.8,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Fieldfare,0.004,48,0.2,,0.013,38,0.6,,-71.0,-10,-62.7,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Chiffchaff,0.003,49,0.3,,0.003,50,0.3,,12.2,1,12.2,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Raven,0.003,50,0.2,,0.004,46,0.4,,-37.7,-4,-50.2,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Treecreeper,0.003,51,0.3,,0.001,54,0.1,,86.9,3,86.9,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Brambling,0.002,52,0.2,,0.001,53,0.1,,49.6,1,49.6,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Barn_owl,0.002,53,0.2,,0.000,55,0.0,,Increase,2,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Black_redstart,0.001,54,0.1,,0.001,52,0.1,,-25.2,-2,-25.2,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Mute_swan,0.001,55,0.1,,0.000,69,0.0,,Increase,14,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Nuthatch,0.001,56,0.1,,0.000,70,0.0,,Increase,14,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Hawfinch,0.001,57,0.1,,0.000,61,0.0,,Increase,4,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Linnet,0.001,58,0.1,,0.000,65,0.0,,Increase,7,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Little_owl,0.001,59,0.1,,0.000,66,0.0,,Increase,7,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Reed_bunting,0.000,72,0.0,,0.004,47,0.3,,-100.0,-25,-100.0,TOO FEW RESPONSES TO REPORT RESULTS
SERO,Isle of Wight,Ring_necked_parakeet,0.000,73,0.0,,0.003,51,0.3,,-100.0,-22,-100.0,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,House_sparrow,17.000,1,100.0,,19.462,1,100.0,,-12.6,0,0.0,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Starling,15.040,2,80.0,,14.200,2,93.3,,5.9,0,-14.3,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Collared_dove,2.542,3,62.5,,2.467,3,73.3,,3.0,0,-14.8,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Blackbird,1.960,4,96.0,,2.067,4,86.7,,-5.2,0,10.8,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Goldfinch,1.360,5,24.0,,0.667,13,26.7,,104.0,8,-10.0,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Robin,1.320,6,84.0,,1.267,8,100.0,,4.2,2,-16.0,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Song_thrush,1.300,7,60.0,,1.700,5,90.0,,-23.5,-2,-33.3,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Blue_tit,1.200,8,40.0,,1.667,6,60.0,,-28.0,-2,-33.3,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Woodpigeon,1.120,9,28.0,,1.133,10,46.7,,-1.2,1,-40.0,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Wren,0.952,10,52.4,,0.700,12,60.0,,36.1,2,-12.7,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Dunnock,0.880,11,48.0,,1.571,7,71.4,,-44.0,-4,-32.8,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Great_tit,0.680,12,40.0,,1.133,9,46.7,,-40.0,-3,-14.3,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Chaffinch,0.520,13,28.0,,0.733,11,53.3,,-29.1,-2,-47.5,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Greenfinch,0.520,14,16.0,,0.400,14,20.0,,30.0,0,-20.0,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Carrion_crow,0.381,15,19.0,,0.200,16,10.0,,90.5,1,90.5,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Herring_gull,0.200,16,10.0,,0.200,17,10.0,,0.0,1,0.0,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Blackcap,0.190,17,9.5,,0.000,23,0.0,,Increase,6,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Chiffchaff,0.150,18,15.0,,0.000,27,0.0,,Increase,9,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Redwing,0.143,19,4.8,,0.000,64,0.0,,Increase,45,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Common_gull,0.095,20,4.8,,0.000,29,0.0,,Increase,9,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Goldcrest,0.095,21,9.5,,0.000,34,0.0,,Increase,13,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Lesser_black_backed_gull,0.048,22,4.8,,0.000,47,0.0,,Increase,25,Increase,TOO FEW RESPONSES TO REPORT RESULTS
SWRO,Isles of Scilly,Pheasant,0.048,23,4.8,,0.400,15,10.0,,-88.1,-8,-52.4,
SWRO,Isles of Scilly,Pied_wagtail,0.048,24,4.8,,0.000,59,0.0,,Increase,35,Increase,
SWRO,Isles of Scilly,Sparrowhawk,0.048,25,4.8,,0.000,70,0.0,,Increase,45,Increase,
SWRO,Isles of Scilly,Coal_tit,0.040,26,4.0,,0.000,28,0.0,,Increase,2,Increase,
SWRO,Isles of Scilly,Kestrel,0.000,48,0.0,,0.100,18,10.0,,-100.0,-30,-100.0,
SWRO,Isles of Scilly,Magpie,0.000,54,0.0,,0.067,19,6.7,,-100.0,-35,-100.0,
SERO,Kent,House_sparrow,5.855,1,69.6,,6.252,1,72.1,,-6.3,0,-3.4,
SERO,Kent,Starling,3.332,2,46.1,,3.931,2,49.2,,-15.2,0,-6.4,
SERO,Kent,Blue_tit,2.632,3,72.7,,2.944,3,77.5,,-10.6,0,-6.2,
SERO,Kent,Woodpigeon,2.336,4,75.5,,2.353,4,75.9,,-0.7,0,-0.5,
SERO,Kent,Blackbird,1.854,5,79.2,,1.728,6,78.1,,7.3,1,1.4,
SERO,Kent,Collared_dove,1.456,6,54.6,,1.804,5,61.7,,-19.3,-1,-11.4,
SERO,Kent,Magpie,1.341,7,61.5,,1.331,9,60.3,,0.8,2,2.1,
SERO,Kent,Robin,1.333,8,78.4,,1.236,10,79.5,,7.8,2,-1.4,
SERO,Kent,Great_tit,1.260,9,46.5,,1.487,7,53.3,,-15.3,-2,-12.8,
SERO,Kent,Goldfinch,1.210,10,25.1,,1.362,8,28.0,,-11.1,-2,-10.5,
SERO,Kent,Feral_pigeon,1.031,11,21.6,,1.180,11,24.2,,-12.6,0,-10.9,
SERO,Kent,Chaffinch,0.723,12,26.6,,0.842,13,31.0,,-14.2,1,-14.1,
SERO,Kent,Long_tailed_tit,0.706,13,18.9,,0.894,12,22.7,,-21.0,-1,-16.5,
SERO,Kent,Dunnock,0.683,14,34.6,,0.760,14,39.6,,-10.1,0,-12.8,
SERO,Kent,Carrion_crow,0.540,15,22.5,,0.471,17,21.1,,14.6,2,6.4,
SERO,Kent,Jackdaw,0.475,16,14.6,,0.493,15,14.5,,-3.6,-1,0.2,
SERO,Kent,Coal_tit,0.383,17,18.6,,0.471,16,24.5,,-18.6,-1,-24.2,
SERO,Kent,Wren,0.243,18,20.4,,0.257,18,21.7,,-5.5,0,-6.2,
SERO,Kent,Greenfinch,0.165,19,7.2,,0.219,19,9.5,,-24.5,0,-24.1,
SERO,Kent,Song_thrush,0.142,20,11.1,,0.109,20,9.1,,30.9,0,22.0,
SERO,Kent,Herring_gull,0.116,21,3.4,,0.095,22,3.8,,22.2,1,-9.9,
SERO,Kent,Great_spotted_woodpecker,0.086,22,7.3,,0.106,21,8.6,,-18.9,-1,-14.9,
SERO,Kent,Black_headed_gull,0.070,23,1.7,,0.045,28,1.1,,54.4,5,52.4,
SERO,Kent,Nuthatch,0.068,24,4.7,,0.084,23,6.1,,-18.2,-1,-23.2,
SERO,Kent,Ring_necked_parakeet,0.065,25,2.2,,0.083,24,2.7,,-22.0,-1,-18.8,
SERO,Kent,Common_gull,0.061,26,1.9,,0.051,27,1.6,,19.4,1,18.9,
SERO,Kent,Jay,0.059,27,4.3,,0.070,26,5.1,,-16.0,-1,-14.9,
SERO,Kent,Pheasant,0.059,28,2.9,,0.077,25,3.3,,-23.9,-3,-14.3,
SERO,Kent,Redwing,0.041,29,1.5,,0.006,41,0.3,,575.5,12,467.4,
SERO,Kent,Tree_sparrow,0.033,30,0.9,,0.021,32,0.5,,59.1,2,79.8,
SERO,Kent,Rook,0.030,31,0.9,,0.028,29,0.9,,5.2,-2,9.3,
SERO,Kent,Pied_wagtail,0.022,32,1.5,,0.023,30,1.7,,-5.2,-2,-8.6,
SERO,Kent,Buzzard,0.019,33,1.3,,0.014,37,0.9,,34.7,4,51.6,
SERO,Kent,Blackcap,0.018,34,1.5,,0.018,34,1.4,,2.6,0,1.8,
SERO,Kent,Sparrowhawk,0.018,35,1.8,,0.022,31,2.2,,-19.0,-4,-19.0,
