Year,All species,All species,All species,All species,Farmland birds,Farmland birds,Farmland birds,Farmland birds,Farmland birds,Farmland birds,Farmland birds,Farmland birds,Farmland birds,Farmland birds,Farmland birds,Farmland birds,Woodland birds,Woodland birds,Woodland birds,Woodland birds,Woodland birds,Woodland birds,Woodland birds,Woodland birds,Woodland birds,Woodland birds,Woodland birds,Woodland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Water and Wetland birds,Seabirds,Seabirds,Seabirds,Wintering Water birds,Wintering Water birds,Wildfowl (27),Wildfowl (27),Wader (15),Wader (15)
,All (130),All (130),All (130),All (130),All (19),All (19),All (19),All (19),Generalist (7),Generalist (7),Generalist (7),Generalist (7),Specialist (12),Specialist (12),Specialist (12),Specialist (12),All (37),All (37),All (37),All (37),Generalist (12),Generalist (12),Generalist (12),Generalist (12),Specialist (25),Specialist (25),Specialist (25),Specialist (25),All (26),All (26),All (26),All (26),Reed bed (4),Reed bed (4),Reed bed (4),Reed bed (4),Wet meadow (8),Wet meadow (8),Wet meadow (8),Wet meadow (8),Fast flow (4) ,Fast flow (4) ,Fast flow (4) ,Fast flow (4) ,Slow stand (6),Slow stand (6),Slow stand (6),Slow stand (6),All (13),All (13),All (13),All (46) ,All (46) ,All (46) ,All (46) ,All (46) ,All (46) 
,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Smoothed data,Smoothed 2.5 CI,Smoothed 97.5 CI,Unsmoothed data,Unsmoothed data 2.5CI,Unsmoothed data 97.5CI,Unsmoothed data,Smoothed data,Unsmoothed data,Smoothed data,Unsmoothed data,Smoothed data
2000,96.40913302,92.99708188,88.85631364,98.03737509,57.38165059,54.10383406,47.06983817,60.02232136,105.0698444,98.21355142,82.83392444,121.9792063,40.55552708,38.29882293,31.79455609,42.95704931,80.70761688,78.159444,72.07086169,84.43050342,109.6854438,99.07082711,92.84810123,107.2608289,63.29024078,63.82103542,56.07215251,71.30366042,99.99822814,98.7677039,85.50100097,114.6681291,89.28984276,95.46487724,72.93703935,130.4438474,60.86875554,60.75296026,37.34050727,95.64682634,86.12271184,89.78559685,72.6961067,112.5586672,158.3658542,145.8856937,113.2987232,188.6200049,95.04179125,70.60774416,127.492115,213.02668,219.1485,233.33447,238.4576,173.65395,181.78547
2001,94.13735767,92.90707664,88.54157666,97.88584173,56.90271486,54.23673137,46.94372764,60.34390351,103.9014346,99.03667901,83.08930541,122.4322956,40.28279751,38.26115125,32.01596129,43.35974723,78.94876353,77.31377753,71.0615618,83.20714236,106.6947913,99.90356871,93.48428138,107.8496107,61.8426582,62.29818328,54.55377635,69.58970229,99.93963266,99.73151137,86.39887138,116.3961565,90.49817909,100.0637341,76.09320718,137.7672132,59.81036398,60.61407714,36.59535271,96.04509612,89.64262464,90.48748376,73.56634803,113.0983258,158.7839027,147.2307686,115.2546545,192.5750237,95.87795936,67.20740454,125.1240679,223.72689,219.8646,245.66284,240.15877,181.91471,180.79884
2002,94.17950651,93.09039306,88.76425517,98.07406949,56.34001149,54.31579186,46.94207077,60.64764561,102.7061642,100.3478567,83.40973793,123.6145477,39.92244562,38.05639467,32.18260485,43.00621506,76.62932545,76.64599029,70.52165656,82.24116253,103.2859354,100.1778955,93.42618547,108.112412,59.8635022,61.19241785,53.66505091,68.06127068,100.4278392,100.3763788,87.18080093,116.8233274,94.26197958,103.5158014,77.37766648,141.8268127,58.59755066,60.25499814,35.95445288,93.57647611,92.69446972,91.13627026,74.07430232,114.7566662,158.5294191,148.5525422,116.6098387,194.8841336,91.6616124,60.63814071,119.2343405,216.15743,218.87347,239.0591,239.96699,173.44641,178.31563
2003,94.98418406,93.26357789,88.7669645,98.35205831,56.85605813,54.25785526,46.96048489,60.4876867,112.7797723,101.8034075,84.88936082,125.1736723,38.35158066,37.67432567,32.13983529,42.66131725,78.96308401,76.31764627,70.35410016,81.96777375,106.8344318,100.7090398,93.80545626,108.9556173,61.477227,60.43768123,53.05631982,67.04355889,99.58041212,100.1066206,87.35251725,115.523,91.93254985,105.2258873,77.49650663,143.6555436,60.8523878,59.12565737,35.51053213,91.15030395,95.88048879,91.06904792,73.93484896,114.0145077,149.2335016,149.7853889,117.2989217,194.2778383,94.23531314,60.922209,143.7915391,212.73337,217.32465,235.68214,238.05307,167.14052,176.70057
2004,94.5510118,93.67091736,89.1003208,98.74635477,56.3329109,53.9387879,46.66538103,60.16398793,105.582438,102.4838133,85.87539404,125.7142848,39.27654549,37.17939455,31.75189254,42.15304993,76.38176428,76.22446507,70.30568543,81.74646525,105.5993606,101.6966491,94.84612804,110.2875464,58.56103992,59.84461967,52.42517753,66.43979777,97.65597253,99.26574198,86.33050852,113.2199137,96.99862207,106.5868833,77.6051691,145.3373825,55.9130322,56.87649949,34.70566553,87.28645535,88.49996169,89.93079992,72.15720558,112.3323296,157.2823865,152.5801861,118.6931458,195.5295432,84.45028694,58.08146059,118.1011843,214.65404,216.22441,232.78241,235.81808,176.68482,176.9129
2005,96.5899692,94.24316867,89.74976635,99.23264097,55.84278573,53.30412544,46.27173871,59.37450518,109.5790852,102.4124291,85.9878019,125.0845507,37.90632558,36.50395591,31.1051482,41.05489181,80.4246904,76.37748158,70.22979753,81.94167483,112.0413177,103.0167887,95.94593117,111.6320701,61.29812052,59.47251055,51.88570056,65.92825209,94.04161485,98.39587673,85.28472863,111.3243566,92.87226809,108.1195834,78.18315433,146.8910408,49.83044372,54.20094803,33.85471213,82.83974228,89.11744072,88.54044209,70.64244935,111.6449038,159.4110149,156.4690284,120.5214207,200.2344881,85.33784791,59.84065163,113.6641318,218.10575,214.66271,244.95772,233.41311,168.85346,176.41354
2006,95.99964226,94.31588958,89.65425506,99.26685071,55.30949497,52.35266376,45.72682204,58.23764622,108.6968117,101.3976532,85.05517208,124.1889696,37.51123286,35.68435212,30.3714828,40.18956691,76.24043553,76.5791569,70.87068964,82.2593351,106.342958,104.158991,96.90356201,112.9144935,57.90138753,59.23997799,51.51379232,65.77375191,98.8739978,97.77684076,84.41083753,111.3189661,97.86320375,110.2845858,79.71592233,149.7065872,52.33850779,52.53076879,32.50873325,79.40538978,83.36380904,87.51314629,68.99782164,111.1299124,185.3790005,159.4147603,121.5758112,201.4881418,87.34529403,63.78610736,122.1370916,204.97973,212.04468,219.37667,230.01736,172.03559,174.6664
2007,94.80614625,93.9964148,89.65601693,99.0609855,51.78414117,51.2398935,44.97382219,56.84282772,103.0862418,99.55703634,83.88448227,122.1454816,34.85775771,34.86144525,29.4236292,39.27663977,79.29034228,76.91573089,71.22993044,82.6791914,114.6103256,105.0336941,97.73033519,114.1171931,59.03946096,59.27137322,51.45201411,66.05281042,95.26974469,97.6486197,84.17456594,111.6098449,101.7775733,112.465503,81.63906003,152.8270688,49.11568149,52.10618202,32.03269533,78.05140901,87.39318415,87.02841219,67.9232472,110.5441517,158.8907639,159.0079429,122.0772709,202.5861053,83.28982264,55.91285925,121.1388254,209.54537,210.64223,230.53076,230.15868,167.07443,171.03324
2008,97.11339699,93.8478951,89.39298831,99.14552154,52.69985786,50.25371286,44.12877052,55.63874729,105.4155922,97.37093171,81.99590769,120.0608597,35.37464439,34.24576108,28.79277207,38.54331387,81.95594567,77.22002759,71.30329533,83.20112163,113.7428813,105.0599635,97.85270999,114.4957284,62.31046565,59.53515604,51.77047631,66.36617766,101.0757281,96.86607413,83.17152037,110.9292551,105.2927513,113.7329648,83.04212444,154.5146522,57.41281129,51.63355084,31.79292136,76.91486154,90.96956733,86.03381088,66.92501228,108.53987,168.7621167,156.4143399,121.4750337,201.7466917,76.65588585,50.27478116,106.3704441,208.91548,210.03538,231.17971,232.96355,164.92748,166.204
2009,92.02455489,92.71223454,88.2807307,98.16762933,51.1156029,49.33831377,43.12214177,54.56441921,97.95538997,95.07263305,79.52603827,117.8820967,35.18018501,33.7300597,28.31582384,37.99603833,71.87285985,77.60690675,71.51187685,83.53330601,106.5815674,104.3403949,97.42161638,113.8765001,52.56978962,60.14092307,52.43090568,66.76292848,90.73010492,95.02880712,81.64435798,108.7972061,97.57917131,113.6565742,83.34571818,154.6494971,44.72323388,50.60868925,31.50187787,75.42707478,86.64808857,83.44826988,65.37381666,103.8421938,159.0999562,152.0454001,118.7586588,197.1809319,82.15233658,54.73009569,112.2885284,206.23294,209.09881,235.06619,236.02888,153.94903,161.09231
2010,94.36343507,92.50987802,88.12590515,98.0773373,49.91808171,48.42831656,42.22189286,53.47248699,96.55794,93.22817311,77.58324501,116.1823919,34.16936864,33.1267762,27.79284669,37.30010011,81.76204486,78.53972081,72.43131732,84.43332567,111.5133361,103.5072136,96.86171286,112.9938496,62.49223929,61.47329596,53.69915873,68.21983596,97.6357106,92.47919632,79.29429756,105.5597985,105.4215011,112.4719927,82.64961273,153.5282136,56.35498021,49.37658664,31.09937149,73.967885,79.34654461,79.53203179,63.27050264,97.6191004,158.0716415,146.77849,113.7923072,190.1680987,80.07230784,51.7874277,106.4558543,207.72399,207.15413,241.28863,236.0262,153.32129,158.08189
2011,92.15502601,91.08612032,86.73461186,96.4134381,49.57526441,47.48348738,41.50463222,52.33983972,95.79214773,91.94868721,76.39714648,114.660238,33.95591921,32.36919657,27.20235678,36.45901753,83.29920388,79.23279183,72.93784772,85.43144147,107.582375,102.6442788,95.87533359,111.5213766,65.62962576,62.57899966,54.38675589,69.44380642,85.03479594,89.45714597,76.70596931,103.2802767,98.46765396,109.9359276,80.90301565,150.4564329,42.67933897,47.86324667,29.55905354,71.71343095,72.01275381,75.83499543,60.14041868,94.58457789,141.8569265,141.6530929,110.400589,182.7639394,74.1788825,49.84722619,106.4821141,202.4085,203.51778,233.79359,230.51327,149.80967,157.65749
2012,93.1828646,90.26594709,85.90464751,95.28820942,49.93272073,46.46805996,40.7836331,51.23666042,102.0741041,90.79322529,75.57880191,112.8605331,33.09513492,31.51165402,26.46690691,35.33962863,83.64099178,79.13812503,72.78430533,85.29890606,111.3922845,102.1346647,95.52812811,110.6264184,64.93352225,62.64654694,54.19402634,69.91947193,85.12661453,87.39957227,75.02629922,101.4655907,96.48882748,107.1564625,79.07943091,146.5447748,45.04628137,47.19524395,28.50705438,70.17708463,72.69543722,74.42801019,59.42367277,93.79281421,150.2296207,138.0310811,107.3858225,177.3743006,72.12921543,48.92840689,94.13988554,195.26432,199.60447,215.20693,222.8631,160.36711,158.51924
2013,86.13853675,89.59170273,85.28308304,94.29009707,45.31319922,45.4893446,39.89131628,50.23178906,89.85459049,89.2569501,74.94287547,110.9262339,30.57118588,30.77207765,25.98775935,34.67137213,73.15058758,78.49187153,72.05944203,84.61542647,97.87113439,102.3778348,95.75032344,110.8063269,56.37396223,61.81715313,53.25738649,69.35035561,82.68160817,87.09547914,75.22477302,100.6742699,84.24908416,105.8470192,78.42628777,144.6365313,46.78980306,47.65274011,28.14250456,69.89381641,70.91711311,76.16119244,61.16964438,96.52815917,141.0091097,135.7384679,105.4826919,175.8821888,69.32083676,45.73310353,93.76539152,192.35481,197.53199,212.01643,218.61839,153.85859,158.13528
2014,92.91721777,90.50878299,86.23549871,95.05318934,46.02125474,44.87410155,39.38397594,49.64093535,91.32661371,87.99231542,73.81710101,109.5311523,31.03540316,30.3674422,25.71223046,34.25794394,81.44401423,78.00743052,71.33264051,84.0049272,113.2548118,103.908662,96.56573026,112.3015703,61.84443333,60.80454454,52.51951176,68.28310814,87.15082242,88.43758161,75.9542951,101.3781747,94.83755817,107.2989274,79.63266725,146.2193538,47.65891405,48.79836111,28.43952859,70.27213266,78.44603511,80.3442645,63.81558527,102.207762,133.7469653,135.0016332,104.6706481,176.5084901,75.99651121,47.63064128,111.5558601,193.27753,197.40614,213.7934,217.82113,149.73158,157.54395
2015,95.72206427,91.27243976,86.88913201,95.85051811,48.56294952,44.48324573,38.97383838,49.24380145,95.69011985,86.8847574,72.65699572,108.1786485,32.88507416,30.17183083,25.62925556,34.2308515,81.39336302,77.20751834,70.58033453,82.63456949,114.5228872,105.3118705,98.17888551,113.8087767,61.3895185,59.47013321,51.1998253,66.60917279,91.90941346,90.27719934,77.49025893,102.7772434,97.65769061,109.7176549,81.63417506,148.6332984,51.32392127,50.11604347,29.20175512,73.13539696,91.93831096,84.71118516,66.43298422,107.5587164,153.4991972,135.1018303,104.3983141,175.7038238,74.03093567,51.51709035,99.45031344,193.89244,198.27507,216.66603,218.45066,150.69904,158.12739
2016,93.17120817,91.91584809,87.53053445,96.76282077,44.42102323,44.03096143,38.51087548,48.78137631,88.42383323,85.44828214,71.48206476,106.2995017,29.9023094,29.97766757,25.44421184,34.13257473,77.65342113,75.85678424,69.51808691,81.13839011,112.743067,105.6199731,98.9395543,114.3971938,57.74047255,57.80824471,49.86235246,64.3566273,93.79086998,91.19411191,77.65401736,104.0290321,109.9231343,110.4098865,82.77913963,148.2353119,52.19798159,50.87575789,29.91975684,75.08642166,87.17911224,86.7407292,67.8433954,108.9028103,142.7224742,133.5605301,103.0732976,171.9143827,76.77623693,49.0901121,110.2832786,208.03202,197.67304,231.67061,217.14153,162.37285,158.02156
2017,94.14954872,90.74128235,86.23099322,95.57277826,46.32710871,43.61511508,38.1296007,48.47564246,88.35617427,84.01479318,70.57405147,104.4553848,31.97342511,29.82351144,24.99090999,33.80715414,75.43815553,74.30562704,68.43545091,79.55439324,114.0011028,104.8636533,98.36438565,113.9303514,54.84432137,56.19745141,48.46045331,62.4929755,95.2013769,90.37512487,76.9888002,103.4157856,100.133038,107.4850322,80.18685506,143.6051001,55.50342274,50.61700202,29.40346787,75.32351105,89.41039279,85.61469004,67.1224705,107.0829038,141.0022909,130.2095945,100.2560694,169.4293227,78.30385423,48.92620213,114.6775889,184.04485,193.75214,200.25175,212.45683,147.90982,154.6255
2018,87.63887961,89.14139513,84.56546529,94.34422105,44.45310863,43.134833,37.48686702,48.05593936,86.80412764,82.75960959,69.67749515,102.6339035,30.26110559,29.5636549,24.93919185,33.48485415,72.14009973,72.87179448,66.81934253,78.43931646,103.6058958,103.5427029,96.89091505,112.4410856,53.5637883,54.87218788,47.11325248,61.32041944,82.55581029,88.02143678,74.93555739,100.5798747,79.72267617,102.621802,76.08776372,137.5563458,46.47025157,49.2854288,27.92534242,73.7244112,83.07537386,81.34920058,62.89041112,102.4647272,123.6856355,126.1401983,96.27928319,165.8376676,71.73201601,50.1017432,92.19721574,188.48807,189.52846,208.87145,207.76417,145.56431,150.40499
2019,89.94701708,87.07849202,82.33788004,92.67341499,44.55871476,42.59680428,37.04573726,47.67553391,86.88561533,81.56158052,68.14951471,101.4218707,30.35838994,29.22949722,24.64317636,32.9255258,75.23617814,71.61098485,64.91090101,77.47942361,110.5963461,102.4685231,95.91446829,111.3843766,55.44952016,53.69345751,45.71734263,60.22408298,85.78860146,85.26949286,71.76417541,97.74083102,92.12916846,98.53055916,72.73562011,132.6404978,47.87054749,47.52821692,26.2227517,72.30075346,70.54679005,75.16621157,58.96941164,94.63237399,133.3745878,122.7726249,93.51957889,160.6551236,75.77682353,43.63009242,109.2868617,,,,,,
